env_step_idx,day_index,step_start_s,sim_time_end_s,action_requested,camera_on_effective,budget_s_after_step
993,1,29790.000000,29820.000000,0,0,300.000000
994,1,29820.000000,29850.000000,0,0,300.000000
995,1,29850.000000,29880.000000,0,0,300.000000
996,1,29880.000000,29910.000000,0,0,300.000000
997,1,29910.000000,29940.000000,0,0,300.000000
998,1,29940.000000,29970.000000,0,0,300.000000
999,1,29970.000000,30000.000000,0,0,300.000000
1000,1,30000.000000,30030.000000,0,0,300.000000
1001,1,30030.000000,30060.000000,0,0,300.000000
1002,1,30060.000000,30090.000000,0,0,300.000000
1003,1,30090.000000,30120.000000,0,0,300.000000
1004,1,30120.000000,30150.000000,0,0,300.000000
1005,1,30150.000000,30180.000000,0,0,300.000000
1006,1,30180.000000,30210.000000,0,0,300.000000
1007,1,30210.000000,30240.000000,0,0,300.000000
1008,1,30240.000000,30270.000000,0,0,300.000000
1009,1,30270.000000,30300.000000,0,0,300.000000
1010,1,30300.000000,30330.000000,0,0,300.000000
1011,1,30330.000000,30360.000000,0,0,300.000000
1012,1,30360.000000,30390.000000,0,0,300.000000
1013,1,30390.000000,30420.000000,0,0,300.000000
1014,1,30420.000000,30450.000000,0,0,300.000000
1015,1,30450.000000,30480.000000,0,0,300.000000
1016,1,30480.000000,30510.000000,0,0,300.000000
1017,1,30510.000000,30540.000000,0,0,300.000000
1018,1,30540.000000,30570.000000,0,0,300.000000
1019,1,30570.000000,30600.000000,0,0,300.000000
1020,1,30600.000000,30630.000000,0,0,300.000000
1021,1,30630.000000,30660.000000,0,0,300.000000
1022,1,30660.000000,30690.000000,0,0,300.000000
1023,1,30690.000000,30720.000000,0,0,300.000000
1024,1,30720.000000,30750.000000,0,0,300.000000
1025,1,30750.000000,30780.000000,0,0,300.000000
1026,1,30780.000000,30810.000000,0,0,300.000000
1027,1,30810.000000,30840.000000,0,0,300.000000
1028,1,30840.000000,30870.000000,0,0,300.000000
1029,1,30870.000000,30900.000000,0,0,300.000000
1030,1,30900.000000,30930.000000,0,0,300.000000
1031,1,30930.000000,30960.000000,0,0,300.000000
1032,1,30960.000000,30990.000000,0,0,300.000000
1033,1,30990.000000,31020.000000,0,0,300.000000
1034,1,31020.000000,31050.000000,0,0,300.000000
1035,1,31050.000000,31080.000000,0,0,300.000000
1036,1,31080.000000,31110.000000,0,0,300.000000
1037,1,31110.000000,31140.000000,0,0,300.000000
1038,1,31140.000000,31170.000000,0,0,300.000000
1039,1,31170.000000,31200.000000,0,0,300.000000
1040,1,31200.000000,31230.000000,0,0,300.000000
1041,1,31230.000000,31260.000000,0,0,300.000000
1042,1,31260.000000,31290.000000,0,0,300.000000
1043,1,31290.000000,31320.000000,0,0,300.000000
1044,1,31320.000000,31350.000000,0,0,300.000000
1045,1,31350.000000,31380.000000,0,0,300.000000
1046,1,31380.000000,31410.000000,0,0,300.000000
1047,1,31410.000000,31440.000000,0,0,300.000000
1048,1,31440.000000,31470.000000,0,0,300.000000
1049,1,31470.000000,31500.000000,0,0,300.000000
1050,1,31500.000000,31530.000000,0,0,300.000000
1051,1,31530.000000,31560.000000,0,0,300.000000
1052,1,31560.000000,31590.000000,0,0,300.000000
1053,1,31590.000000,31620.000000,0,0,300.000000
1054,1,31620.000000,31650.000000,0,0,300.000000
1055,1,31650.000000,31680.000000,0,0,300.000000
1056,1,31680.000000,31710.000000,0,0,300.000000
1057,1,31710.000000,31740.000000,0,0,300.000000
1058,1,31740.000000,31770.000000,0,0,300.000000
1059,1,31770.000000,31800.000000,0,0,300.000000
1060,1,31800.000000,31830.000000,0,0,300.000000
1061,1,31830.000000,31860.000000,0,0,300.000000
1062,1,31860.000000,31890.000000,0,0,300.000000
1063,1,31890.000000,31920.000000,0,0,300.000000
1064,1,31920.000000,31950.000000,0,0,300.000000
1065,1,31950.000000,31980.000000,0,0,300.000000
1066,1,31980.000000,32010.000000,0,0,300.000000
1067,1,32010.000000,32040.000000,0,0,300.000000
1068,1,32040.000000,32070.000000,0,0,300.000000
1069,1,32070.000000,32100.000000,0,0,300.000000
1070,1,32100.000000,32130.000000,0,0,300.000000
1071,1,32130.000000,32160.000000,0,0,300.000000
1072,1,32160.000000,32190.000000,0,0,300.000000
1073,1,32190.000000,32220.000000,0,0,300.000000
1074,1,32220.000000,32250.000000,0,0,300.000000
1075,1,32250.000000,32280.000000,0,0,300.000000
1076,1,32280.000000,32310.000000,0,0,300.000000
1077,1,32310.000000,32340.000000,0,0,300.000000
1078,1,32340.000000,32370.000000,0,0,300.000000
1079,1,32370.000000,32400.000000,0,0,300.000000
1080,1,32400.000000,32430.000000,0,0,300.000000
1081,1,32430.000000,32460.000000,0,0,300.000000
1082,1,32460.000000,32490.000000,0,0,300.000000
1083,1,32490.000000,32520.000000,0,0,300.000000
1084,1,32520.000000,32550.000000,0,0,300.000000
1085,1,32550.000000,32580.000000,0,0,300.000000
1086,1,32580.000000,32610.000000,0,0,300.000000
1087,1,32610.000000,32640.000000,0,0,300.000000
1088,1,32640.000000,32670.000000,0,0,300.000000
1089,1,32670.000000,32700.000000,0,0,300.000000
1090,1,32700.000000,32730.000000,0,0,300.000000
1091,1,32730.000000,32760.000000,0,0,300.000000
1092,1,32760.000000,32790.000000,0,0,300.000000
1093,1,32790.000000,32820.000000,0,0,300.000000
1094,1,32820.000000,32850.000000,0,0,300.000000
1095,1,32850.000000,32880.000000,0,0,300.000000
1096,1,32880.000000,32910.000000,0,0,300.000000
1097,1,32910.000000,32940.000000,0,0,300.000000
1098,1,32940.000000,32970.000000,0,0,300.000000
1099,1,32970.000000,33000.000000,0,0,300.000000
1100,1,33000.000000,33030.000000,0,0,300.000000
1101,1,33030.000000,33060.000000,0,0,300.000000
1102,1,33060.000000,33090.000000,0,0,300.000000
1103,1,33090.000000,33120.000000,0,0,300.000000
1104,1,33120.000000,33150.000000,0,0,300.000000
1105,1,33150.000000,33180.000000,0,0,300.000000
1106,1,33180.000000,33210.000000,0,0,300.000000
1107,1,33210.000000,33240.000000,0,0,300.000000
1108,1,33240.000000,33270.000000,0,0,300.000000
1109,1,33270.000000,33300.000000,0,0,300.000000
1110,1,33300.000000,33330.000000,0,0,300.000000
1111,1,33330.000000,33360.000000,0,0,300.000000
1112,1,33360.000000,33390.000000,0,0,300.000000
1113,1,33390.000000,33420.000000,0,0,300.000000
1114,1,33420.000000,33450.000000,0,0,300.000000
1115,1,33450.000000,33480.000000,0,0,300.000000
1116,1,33480.000000,33510.000000,0,0,300.000000
1117,1,33510.000000,33540.000000,0,0,300.000000
1118,1,33540.000000,33570.000000,0,0,300.000000
1119,1,33570.000000,33600.000000,0,0,300.000000
1120,1,33600.000000,33630.000000,0,0,300.000000
1121,1,33630.000000,33660.000000,0,0,300.000000
1122,1,33660.000000,33690.000000,0,0,300.000000
1123,1,33690.000000,33720.000000,0,0,300.000000
1124,1,33720.000000,33750.000000,0,0,300.000000
1125,1,33750.000000,33780.000000,0,0,300.000000
1126,1,33780.000000,33810.000000,0,0,300.000000
1127,1,33810.000000,33840.000000,0,0,300.000000
1128,1,33840.000000,33870.000000,0,0,300.000000
1129,1,33870.000000,33900.000000,0,0,300.000000
1130,1,33900.000000,33930.000000,0,0,300.000000
1131,1,33930.000000,33960.000000,0,0,300.000000
1132,1,33960.000000,33990.000000,0,0,300.000000
1133,1,33990.000000,34020.000000,0,0,300.000000
1134,1,34020.000000,34050.000000,0,0,300.000000
1135,1,34050.000000,34080.000000,0,0,300.000000
1136,1,34080.000000,34110.000000,0,0,300.000000
1137,1,34110.000000,34140.000000,0,0,300.000000
1138,1,34140.000000,34170.000000,0,0,300.000000
1139,1,34170.000000,34200.000000,0,0,300.000000
1140,1,34200.000000,34230.000000,0,0,300.000000
1141,1,34230.000000,34260.000000,0,0,300.000000
1142,1,34260.000000,34290.000000,0,0,300.000000
1143,1,34290.000000,34320.000000,0,0,300.000000
1144,1,34320.000000,34350.000000,0,0,300.000000
1145,1,34350.000000,34380.000000,0,0,300.000000
1146,1,34380.000000,34410.000000,0,0,300.000000
1147,1,34410.000000,34440.000000,0,0,300.000000
1148,1,34440.000000,34470.000000,0,0,300.000000
1149,1,34470.000000,34500.000000,0,0,300.000000
1150,1,34500.000000,34530.000000,0,0,300.000000
1151,1,34530.000000,34560.000000,0,0,300.000000
1152,1,34560.000000,34590.000000,0,0,300.000000
1153,1,34590.000000,34620.000000,0,0,300.000000
1154,1,34620.000000,34650.000000,0,0,300.000000
1155,1,34650.000000,34680.000000,0,0,300.000000
1156,1,34680.000000,34710.000000,0,0,300.000000
1157,1,34710.000000,34740.000000,0,0,300.000000
1158,1,34740.000000,34770.000000,0,0,300.000000
1159,1,34770.000000,34800.000000,0,0,300.000000
1160,1,34800.000000,34830.000000,0,0,300.000000
1161,1,34830.000000,34860.000000,0,0,300.000000
1162,1,34860.000000,34890.000000,0,0,300.000000
1163,1,34890.000000,34920.000000,0,0,300.000000
1164,1,34920.000000,34950.000000,0,0,300.000000
1165,1,34950.000000,34980.000000,0,0,300.000000
1166,1,34980.000000,35010.000000,0,0,300.000000
1167,1,35010.000000,35040.000000,0,0,300.000000
1168,1,35040.000000,35070.000000,0,0,300.000000
1169,1,35070.000000,35100.000000,0,0,300.000000
1170,1,35100.000000,35130.000000,0,0,300.000000
1171,1,35130.000000,35160.000000,0,0,300.000000
1172,1,35160.000000,35190.000000,0,0,300.000000
1173,1,35190.000000,35220.000000,0,0,300.000000
1174,1,35220.000000,35250.000000,0,0,300.000000
1175,1,35250.000000,35280.000000,0,0,300.000000
1176,1,35280.000000,35310.000000,0,0,300.000000
1177,1,35310.000000,35340.000000,0,0,300.000000
1178,1,35340.000000,35370.000000,0,0,300.000000
1179,1,35370.000000,35400.000000,0,0,300.000000
1180,1,35400.000000,35430.000000,0,0,300.000000
1181,1,35430.000000,35460.000000,0,0,300.000000
1182,1,35460.000000,35490.000000,0,0,300.000000
1183,1,35490.000000,35520.000000,0,0,300.000000
1184,1,35520.000000,35550.000000,0,0,300.000000
1185,1,35550.000000,35580.000000,0,0,300.000000
1186,1,35580.000000,35610.000000,0,0,300.000000
1187,1,35610.000000,35640.000000,0,0,300.000000
1188,1,35640.000000,35670.000000,0,0,300.000000
1189,1,35670.000000,35700.000000,0,0,300.000000
1190,1,35700.000000,35730.000000,0,0,300.000000
1191,1,35730.000000,35760.000000,0,0,300.000000
1192,1,35760.000000,35790.000000,0,0,300.000000
1193,1,35790.000000,35820.000000,0,0,300.000000
1194,1,35820.000000,35850.000000,0,0,300.000000
1195,1,35850.000000,35880.000000,0,0,300.000000
1196,1,35880.000000,35910.000000,0,0,300.000000
1197,1,35910.000000,35940.000000,0,0,300.000000
1198,1,35940.000000,35970.000000,0,0,300.000000
1199,1,35970.000000,36000.000000,0,0,300.000000
1200,1,36000.000000,36030.000000,0,0,300.000000
1201,1,36030.000000,36060.000000,0,0,300.000000
1202,1,36060.000000,36090.000000,0,0,300.000000
1203,1,36090.000000,36120.000000,0,0,300.000000
1204,1,36120.000000,36150.000000,0,0,300.000000
1205,1,36150.000000,36180.000000,0,0,300.000000
1206,1,36180.000000,36210.000000,0,0,300.000000
1207,1,36210.000000,36240.000000,0,0,300.000000
1208,1,36240.000000,36270.000000,0,0,300.000000
1209,1,36270.000000,36300.000000,0,0,300.000000
1210,1,36300.000000,36330.000000,0,0,300.000000
1211,1,36330.000000,36360.000000,0,0,300.000000
1212,1,36360.000000,36390.000000,0,0,300.000000
1213,1,36390.000000,36420.000000,0,0,300.000000
1214,1,36420.000000,36450.000000,0,0,300.000000
1215,1,36450.000000,36480.000000,0,0,300.000000
1216,1,36480.000000,36510.000000,0,0,300.000000
1217,1,36510.000000,36540.000000,0,0,300.000000
1218,1,36540.000000,36570.000000,0,0,300.000000
1219,1,36570.000000,36600.000000,0,0,300.000000
1220,1,36600.000000,36630.000000,0,0,300.000000
1221,1,36630.000000,36660.000000,0,0,300.000000
1222,1,36660.000000,36690.000000,0,0,300.000000
1223,1,36690.000000,36720.000000,0,0,300.000000
1224,1,36720.000000,36750.000000,0,0,300.000000
1225,1,36750.000000,36780.000000,0,0,300.000000
1226,1,36780.000000,36810.000000,0,0,300.000000
1227,1,36810.000000,36840.000000,0,0,300.000000
1228,1,36840.000000,36870.000000,0,0,300.000000
1229,1,36870.000000,36900.000000,0,0,300.000000
1230,1,36900.000000,36930.000000,0,0,300.000000
1231,1,36930.000000,36960.000000,0,0,300.000000
1232,1,36960.000000,36990.000000,0,0,300.000000
1233,1,36990.000000,37020.000000,0,0,300.000000
1234,1,37020.000000,37050.000000,0,0,300.000000
1235,1,37050.000000,37080.000000,0,0,300.000000
1236,1,37080.000000,37110.000000,0,0,300.000000
1237,1,37110.000000,37140.000000,0,0,300.000000
1238,1,37140.000000,37170.000000,0,0,300.000000
1239,1,37170.000000,37200.000000,0,0,300.000000
1240,1,37200.000000,37230.000000,0,0,300.000000
1241,1,37230.000000,37260.000000,0,0,300.000000
1242,1,37260.000000,37290.000000,0,0,300.000000
1243,1,37290.000000,37320.000000,0,0,300.000000
1244,1,37320.000000,37350.000000,0,0,300.000000
1245,1,37350.000000,37380.000000,0,0,300.000000
1246,1,37380.000000,37410.000000,0,0,300.000000
1247,1,37410.000000,37440.000000,0,0,300.000000
1248,1,37440.000000,37470.000000,0,0,300.000000
1249,1,37470.000000,37500.000000,0,0,300.000000
1250,1,37500.000000,37530.000000,0,0,300.000000
1251,1,37530.000000,37560.000000,0,0,300.000000
1252,1,37560.000000,37590.000000,0,0,300.000000
1253,1,37590.000000,37620.000000,0,0,300.000000
1254,1,37620.000000,37650.000000,0,0,300.000000
1255,1,37650.000000,37680.000000,0,0,300.000000
1256,1,37680.000000,37710.000000,0,0,300.000000
1257,1,37710.000000,37740.000000,0,0,300.000000
1258,1,37740.000000,37770.000000,0,0,300.000000
1259,1,37770.000000,37800.000000,0,0,300.000000
1260,1,37800.000000,37830.000000,0,0,300.000000
1261,1,37830.000000,37860.000000,0,0,300.000000
1262,1,37860.000000,37890.000000,0,0,300.000000
1263,1,37890.000000,37920.000000,0,0,300.000000
1264,1,37920.000000,37950.000000,0,0,300.000000
1265,1,37950.000000,37980.000000,0,0,300.000000
1266,1,37980.000000,38010.000000,0,0,300.000000
1267,1,38010.000000,38040.000000,0,0,300.000000
1268,1,38040.000000,38070.000000,0,0,300.000000
1269,1,38070.000000,38100.000000,0,0,300.000000
1270,1,38100.000000,38130.000000,0,0,300.000000
1271,1,38130.000000,38160.000000,0,0,300.000000
1272,1,38160.000000,38190.000000,0,0,300.000000
1273,1,38190.000000,38220.000000,0,0,300.000000
1274,1,38220.000000,38250.000000,0,0,300.000000
1275,1,38250.000000,38280.000000,0,0,300.000000
1276,1,38280.000000,38310.000000,0,0,300.000000
1277,1,38310.000000,38340.000000,0,0,300.000000
1278,1,38340.000000,38370.000000,0,0,300.000000
1279,1,38370.000000,38400.000000,0,0,300.000000
1280,1,38400.000000,38430.000000,0,0,300.000000
1281,1,38430.000000,38460.000000,0,0,300.000000
1282,1,38460.000000,38490.000000,0,0,300.000000
1283,1,38490.000000,38520.000000,0,0,300.000000
1284,1,38520.000000,38550.000000,0,0,300.000000
1285,1,38550.000000,38580.000000,0,0,300.000000
1286,1,38580.000000,38610.000000,0,0,300.000000
1287,1,38610.000000,38640.000000,0,0,300.000000
1288,1,38640.000000,38670.000000,0,0,300.000000
1289,1,38670.000000,38700.000000,0,0,300.000000
1290,1,38700.000000,38730.000000,0,0,300.000000
1291,1,38730.000000,38760.000000,0,0,300.000000
1292,1,38760.000000,38790.000000,0,0,300.000000
1293,1,38790.000000,38820.000000,0,0,300.000000
1294,1,38820.000000,38850.000000,0,0,300.000000
1295,1,38850.000000,38880.000000,0,0,300.000000
1296,1,38880.000000,38910.000000,0,0,300.000000
1297,1,38910.000000,38940.000000,0,0,300.000000
1298,1,38940.000000,38970.000000,0,0,300.000000
1299,1,38970.000000,39000.000000,0,0,300.000000
1300,1,39000.000000,39030.000000,0,0,300.000000
1301,1,39030.000000,39060.000000,0,0,300.000000
1302,1,39060.000000,39090.000000,0,0,300.000000
1303,1,39090.000000,39120.000000,0,0,300.000000
1304,1,39120.000000,39150.000000,0,0,300.000000
1305,1,39150.000000,39180.000000,0,0,300.000000
1306,1,39180.000000,39210.000000,0,0,300.000000
1307,1,39210.000000,39240.000000,0,0,300.000000
1308,1,39240.000000,39270.000000,0,0,300.000000
1309,1,39270.000000,39300.000000,0,0,300.000000
1310,1,39300.000000,39330.000000,0,0,300.000000
1311,1,39330.000000,39360.000000,0,0,300.000000
1312,1,39360.000000,39390.000000,0,0,300.000000
1313,1,39390.000000,39420.000000,0,0,300.000000
1314,1,39420.000000,39450.000000,0,0,300.000000
1315,1,39450.000000,39480.000000,0,0,300.000000
1316,1,39480.000000,39510.000000,0,0,300.000000
1317,1,39510.000000,39540.000000,0,0,300.000000
1318,1,39540.000000,39570.000000,0,0,300.000000
1319,1,39570.000000,39600.000000,0,0,300.000000
1320,1,39600.000000,39630.000000,0,0,300.000000
1321,1,39630.000000,39660.000000,0,0,300.000000
1322,1,39660.000000,39690.000000,0,0,300.000000
1323,1,39690.000000,39720.000000,0,0,300.000000
1324,1,39720.000000,39750.000000,0,0,300.000000
1325,1,39750.000000,39780.000000,0,0,300.000000
1326,1,39780.000000,39810.000000,0,0,300.000000
1327,1,39810.000000,39840.000000,0,0,300.000000
1328,1,39840.000000,39870.000000,0,0,300.000000
1329,1,39870.000000,39900.000000,0,0,300.000000
1330,1,39900.000000,39930.000000,0,0,300.000000
1331,1,39930.000000,39960.000000,0,0,300.000000
1332,1,39960.000000,39990.000000,0,0,300.000000
1333,1,39990.000000,40020.000000,0,0,300.000000
1334,1,40020.000000,40050.000000,0,0,300.000000
1335,1,40050.000000,40080.000000,0,0,300.000000
1336,1,40080.000000,40110.000000,0,0,300.000000
1337,1,40110.000000,40140.000000,0,0,300.000000
1338,1,40140.000000,40170.000000,0,0,300.000000
1339,1,40170.000000,40200.000000,0,0,300.000000
1340,1,40200.000000,40230.000000,0,0,300.000000
1341,1,40230.000000,40260.000000,0,0,300.000000
1342,1,40260.000000,40290.000000,0,0,300.000000
1343,1,40290.000000,40320.000000,0,0,300.000000
1344,1,40320.000000,40350.000000,0,0,300.000000
1345,1,40350.000000,40380.000000,0,0,300.000000
1346,1,40380.000000,40410.000000,0,0,300.000000
1347,1,40410.000000,40440.000000,0,0,300.000000
1348,1,40440.000000,40470.000000,0,0,300.000000
1349,1,40470.000000,40500.000000,0,0,300.000000
1350,1,40500.000000,40530.000000,0,0,300.000000
1351,1,40530.000000,40560.000000,0,0,300.000000
1352,1,40560.000000,40590.000000,0,0,300.000000
1353,1,40590.000000,40620.000000,0,0,300.000000
1354,1,40620.000000,40650.000000,0,0,300.000000
1355,1,40650.000000,40680.000000,0,0,300.000000
1356,1,40680.000000,40710.000000,0,0,300.000000
1357,1,40710.000000,40740.000000,0,0,300.000000
1358,1,40740.000000,40770.000000,0,0,300.000000
1359,1,40770.000000,40800.000000,0,0,300.000000
1360,1,40800.000000,40830.000000,0,0,300.000000
1361,1,40830.000000,40860.000000,0,0,300.000000
1362,1,40860.000000,40890.000000,0,0,300.000000
1363,1,40890.000000,40920.000000,0,0,300.000000
1364,1,40920.000000,40950.000000,0,0,300.000000
1365,1,40950.000000,40980.000000,0,0,300.000000
1366,1,40980.000000,41010.000000,0,0,300.000000
1367,1,41010.000000,41040.000000,0,0,300.000000
1368,1,41040.000000,41070.000000,0,0,300.000000
1369,1,41070.000000,41100.000000,0,0,300.000000
1370,1,41100.000000,41130.000000,0,0,300.000000
1371,1,41130.000000,41160.000000,0,0,300.000000
1372,1,41160.000000,41190.000000,0,0,300.000000
1373,1,41190.000000,41220.000000,0,0,300.000000
1374,1,41220.000000,41250.000000,0,0,300.000000
1375,1,41250.000000,41280.000000,0,0,300.000000
1376,1,41280.000000,41310.000000,0,0,300.000000
1377,1,41310.000000,41340.000000,0,0,300.000000
1378,1,41340.000000,41370.000000,0,0,300.000000
1379,1,41370.000000,41400.000000,0,0,300.000000
1380,1,41400.000000,41430.000000,0,0,300.000000
1381,1,41430.000000,41460.000000,0,0,300.000000
1382,1,41460.000000,41490.000000,0,0,300.000000
1383,1,41490.000000,41520.000000,0,0,300.000000
1384,1,41520.000000,41550.000000,0,0,300.000000
1385,1,41550.000000,41580.000000,0,0,300.000000
1386,1,41580.000000,41610.000000,0,0,300.000000
1387,1,41610.000000,41640.000000,0,0,300.000000
1388,1,41640.000000,41670.000000,0,0,300.000000
1389,1,41670.000000,41700.000000,0,0,300.000000
1390,1,41700.000000,41730.000000,0,0,300.000000
1391,1,41730.000000,41760.000000,0,0,300.000000
1392,1,41760.000000,41790.000000,0,0,300.000000
1393,1,41790.000000,41820.000000,0,0,300.000000
1394,1,41820.000000,41850.000000,0,0,300.000000
1395,1,41850.000000,41880.000000,0,0,300.000000
1396,1,41880.000000,41910.000000,0,0,300.000000
1397,1,41910.000000,41940.000000,0,0,300.000000
1398,1,41940.000000,41970.000000,0,0,300.000000
1399,1,41970.000000,42000.000000,0,0,300.000000
1400,1,42000.000000,42030.000000,0,0,300.000000
1401,1,42030.000000,42060.000000,0,0,300.000000
1402,1,42060.000000,42090.000000,0,0,300.000000
1403,1,42090.000000,42120.000000,0,0,300.000000
1404,1,42120.000000,42150.000000,0,0,300.000000
1405,1,42150.000000,42180.000000,0,0,300.000000
1406,1,42180.000000,42210.000000,0,0,300.000000
1407,1,42210.000000,42240.000000,0,0,300.000000
1408,1,42240.000000,42270.000000,0,0,300.000000
1409,1,42270.000000,42300.000000,0,0,300.000000
1410,1,42300.000000,42330.000000,0,0,300.000000
1411,1,42330.000000,42360.000000,0,0,300.000000
1412,1,42360.000000,42390.000000,0,0,300.000000
1413,1,42390.000000,42420.000000,0,0,300.000000
1414,1,42420.000000,42450.000000,0,0,300.000000
1415,1,42450.000000,42480.000000,0,0,300.000000
1416,1,42480.000000,42510.000000,0,0,300.000000
1417,1,42510.000000,42540.000000,0,0,300.000000
1418,1,42540.000000,42570.000000,0,0,300.000000
1419,1,42570.000000,42600.000000,0,0,300.000000
1420,1,42600.000000,42630.000000,0,0,300.000000
1421,1,42630.000000,42660.000000,0,0,300.000000
1422,1,42660.000000,42690.000000,0,0,300.000000
1423,1,42690.000000,42720.000000,0,0,300.000000
1424,1,42720.000000,42750.000000,0,0,300.000000
1425,1,42750.000000,42780.000000,0,0,300.000000
1426,1,42780.000000,42810.000000,0,0,300.000000
1427,1,42810.000000,42840.000000,0,0,300.000000
1428,1,42840.000000,42870.000000,0,0,300.000000
1429,1,42870.000000,42900.000000,0,0,300.000000
1430,1,42900.000000,42930.000000,0,0,300.000000
1431,1,42930.000000,42960.000000,0,0,300.000000
1432,1,42960.000000,42990.000000,0,0,300.000000
1433,1,42990.000000,43020.000000,0,0,300.000000
1434,1,43020.000000,43050.000000,0,0,300.000000
1435,1,43050.000000,43080.000000,0,0,300.000000
1436,1,43080.000000,43110.000000,0,0,300.000000
1437,1,43110.000000,43140.000000,0,0,300.000000
1438,1,43140.000000,43170.000000,0,0,300.000000
1439,1,43170.000000,43200.000000,0,0,300.000000
1440,1,43200.000000,43230.000000,0,0,300.000000
1441,1,43230.000000,43260.000000,0,0,300.000000
1442,1,43260.000000,43290.000000,0,0,300.000000
1443,1,43290.000000,43320.000000,0,0,300.000000
1444,1,43320.000000,43350.000000,0,0,300.000000
1445,1,43350.000000,43380.000000,0,0,300.000000
1446,1,43380.000000,43410.000000,0,0,300.000000
1447,1,43410.000000,43440.000000,0,0,300.000000
1448,1,43440.000000,43470.000000,0,0,300.000000
1449,1,43470.000000,43500.000000,0,0,300.000000
1450,1,43500.000000,43530.000000,0,0,300.000000
1451,1,43530.000000,43560.000000,0,0,300.000000
1452,1,43560.000000,43590.000000,0,0,300.000000
1453,1,43590.000000,43620.000000,0,0,300.000000
1454,1,43620.000000,43650.000000,0,0,300.000000
1455,1,43650.000000,43680.000000,0,0,300.000000
1456,1,43680.000000,43710.000000,0,0,300.000000
1457,1,43710.000000,43740.000000,0,0,300.000000
1458,1,43740.000000,43770.000000,0,0,300.000000
1459,1,43770.000000,43800.000000,0,0,300.000000
1460,1,43800.000000,43830.000000,0,0,300.000000
1461,1,43830.000000,43860.000000,0,0,300.000000
1462,1,43860.000000,43890.000000,0,0,300.000000
1463,1,43890.000000,43920.000000,0,0,300.000000
1464,1,43920.000000,43950.000000,0,0,300.000000
1465,1,43950.000000,43980.000000,0,0,300.000000
1466,1,43980.000000,44010.000000,0,0,300.000000
1467,1,44010.000000,44040.000000,0,0,300.000000
1468,1,44040.000000,44070.000000,0,0,300.000000
1469,1,44070.000000,44100.000000,0,0,300.000000
1470,1,44100.000000,44130.000000,0,0,300.000000
1471,1,44130.000000,44160.000000,0,0,300.000000
1472,1,44160.000000,44190.000000,0,0,300.000000
1473,1,44190.000000,44220.000000,0,0,300.000000
1474,1,44220.000000,44250.000000,0,0,300.000000
1475,1,44250.000000,44280.000000,0,0,300.000000
1476,1,44280.000000,44310.000000,0,0,300.000000
1477,1,44310.000000,44340.000000,0,0,300.000000
1478,1,44340.000000,44370.000000,0,0,300.000000
1479,1,44370.000000,44400.000000,0,0,300.000000
1480,1,44400.000000,44430.000000,0,0,300.000000
1481,1,44430.000000,44460.000000,0,0,300.000000
1482,1,44460.000000,44490.000000,0,0,300.000000
1483,1,44490.000000,44520.000000,0,0,300.000000
1484,1,44520.000000,44550.000000,0,0,300.000000
1485,1,44550.000000,44580.000000,0,0,300.000000
1486,1,44580.000000,44610.000000,0,0,300.000000
1487,1,44610.000000,44640.000000,0,0,300.000000
1488,1,44640.000000,44670.000000,0,0,300.000000
1489,1,44670.000000,44700.000000,0,0,300.000000
1490,1,44700.000000,44730.000000,0,0,300.000000
1491,1,44730.000000,44760.000000,0,0,300.000000
1492,1,44760.000000,44790.000000,0,0,300.000000
1493,1,44790.000000,44820.000000,0,0,300.000000
1494,1,44820.000000,44850.000000,0,0,300.000000
1495,1,44850.000000,44880.000000,0,0,300.000000
1496,1,44880.000000,44910.000000,0,0,300.000000
1497,1,44910.000000,44940.000000,0,0,300.000000
1498,1,44940.000000,44970.000000,0,0,300.000000
1499,1,44970.000000,45000.000000,0,0,300.000000
1500,1,45000.000000,45030.000000,0,0,300.000000
1501,1,45030.000000,45060.000000,0,0,300.000000
1502,1,45060.000000,45090.000000,0,0,300.000000
1503,1,45090.000000,45120.000000,0,0,300.000000
1504,1,45120.000000,45150.000000,0,0,300.000000
1505,1,45150.000000,45180.000000,0,0,300.000000
1506,1,45180.000000,45210.000000,0,0,300.000000
1507,1,45210.000000,45240.000000,0,0,300.000000
1508,1,45240.000000,45270.000000,0,0,300.000000
1509,1,45270.000000,45300.000000,0,0,300.000000
1510,1,45300.000000,45330.000000,0,0,300.000000
1511,1,45330.000000,45360.000000,0,0,300.000000
1512,1,45360.000000,45390.000000,0,0,300.000000
1513,1,45390.000000,45420.000000,0,0,300.000000
1514,1,45420.000000,45450.000000,0,0,300.000000
1515,1,45450.000000,45480.000000,0,0,300.000000
1516,1,45480.000000,45510.000000,0,0,300.000000
1517,1,45510.000000,45540.000000,0,0,300.000000
1518,1,45540.000000,45570.000000,0,0,300.000000
1519,1,45570.000000,45600.000000,0,0,300.000000
1520,1,45600.000000,45630.000000,0,0,300.000000
1521,1,45630.000000,45660.000000,0,0,300.000000
1522,1,45660.000000,45690.000000,0,0,300.000000
1523,1,45690.000000,45720.000000,0,0,300.000000
1524,1,45720.000000,45750.000000,0,0,300.000000
1525,1,45750.000000,45780.000000,0,0,300.000000
1526,1,45780.000000,45810.000000,0,0,300.000000
1527,1,45810.000000,45840.000000,0,0,300.000000
1528,1,45840.000000,45870.000000,0,0,300.000000
