env_step_idx,day_index,step_start_s,sim_time_end_s,action_requested,camera_on_effective,budget_s_after_step
246,0,7380.000000,7410.000000,0,0,300.000000
247,0,7410.000000,7440.000000,0,0,300.000000
248,0,7440.000000,7470.000000,0,0,300.000000
249,0,7470.000000,7500.000000,0,0,300.000000
250,0,7500.000000,7530.000000,0,0,300.000000
251,0,7530.000000,7560.000000,0,0,300.000000
252,0,7560.000000,7590.000000,0,0,300.000000
253,0,7590.000000,7620.000000,0,0,300.000000
254,0,7620.000000,7650.000000,0,0,300.000000
255,0,7650.000000,7680.000000,0,0,300.000000
256,0,7680.000000,7710.000000,0,0,300.000000
257,0,7710.000000,7740.000000,0,0,300.000000
258,0,7740.000000,7770.000000,0,0,300.000000
259,0,7770.000000,7800.000000,0,0,300.000000
260,0,7800.000000,7830.000000,0,0,300.000000
261,0,7830.000000,7860.000000,0,0,300.000000
262,0,7860.000000,7890.000000,0,0,300.000000
263,0,7890.000000,7920.000000,0,0,300.000000
264,0,7920.000000,7950.000000,0,0,300.000000
265,0,7950.000000,7980.000000,0,0,300.000000
266,0,7980.000000,8010.000000,0,0,300.000000
267,0,8010.000000,8040.000000,0,0,300.000000
268,0,8040.000000,8070.000000,0,0,300.000000
269,0,8070.000000,8100.000000,0,0,300.000000
270,0,8100.000000,8130.000000,0,0,300.000000
271,0,8130.000000,8160.000000,0,0,300.000000
272,0,8160.000000,8190.000000,0,0,300.000000
273,0,8190.000000,8220.000000,0,0,300.000000
274,0,8220.000000,8250.000000,0,0,300.000000
275,0,8250.000000,8280.000000,0,0,300.000000
276,0,8280.000000,8310.000000,0,0,300.000000
277,0,8310.000000,8340.000000,0,0,300.000000
278,0,8340.000000,8370.000000,0,0,300.000000
279,0,8370.000000,8400.000000,0,0,300.000000
280,0,8400.000000,8430.000000,0,0,300.000000
281,0,8430.000000,8460.000000,0,0,300.000000
282,0,8460.000000,8490.000000,0,0,300.000000
283,0,8490.000000,8520.000000,0,0,300.000000
284,0,8520.000000,8550.000000,0,0,300.000000
285,0,8550.000000,8580.000000,0,0,300.000000
286,0,8580.000000,8610.000000,0,0,300.000000
287,0,8610.000000,8640.000000,0,0,300.000000
288,0,8640.000000,8670.000000,0,0,300.000000
289,0,8670.000000,8700.000000,0,0,300.000000
290,0,8700.000000,8730.000000,0,0,300.000000
291,0,8730.000000,8760.000000,0,0,300.000000
292,0,8760.000000,8790.000000,0,0,300.000000
293,0,8790.000000,8820.000000,0,0,300.000000
294,0,8820.000000,8850.000000,0,0,300.000000
295,0,8850.000000,8880.000000,0,0,300.000000
296,0,8880.000000,8910.000000,0,0,300.000000
297,0,8910.000000,8940.000000,0,0,300.000000
298,0,8940.000000,8970.000000,0,0,300.000000
299,0,8970.000000,9000.000000,0,0,300.000000
300,0,9000.000000,9030.000000,0,0,300.000000
301,0,9030.000000,9060.000000,0,0,300.000000
302,0,9060.000000,9090.000000,0,0,300.000000
303,0,9090.000000,9120.000000,0,0,300.000000
304,0,9120.000000,9150.000000,0,0,300.000000
305,0,9150.000000,9180.000000,0,0,300.000000
306,0,9180.000000,9210.000000,0,0,300.000000
307,0,9210.000000,9240.000000,0,0,300.000000
308,0,9240.000000,9270.000000,0,0,300.000000
309,0,9270.000000,9300.000000,0,0,300.000000
310,0,9300.000000,9330.000000,0,0,300.000000
311,0,9330.000000,9360.000000,0,0,300.000000
312,0,9360.000000,9390.000000,0,0,300.000000
313,0,9390.000000,9420.000000,0,0,300.000000
314,0,9420.000000,9450.000000,0,0,300.000000
315,0,9450.000000,9480.000000,0,0,300.000000
316,0,9480.000000,9510.000000,0,0,300.000000
317,0,9510.000000,9540.000000,0,0,300.000000
318,0,9540.000000,9570.000000,0,0,300.000000
319,0,9570.000000,9600.000000,0,0,300.000000
320,0,9600.000000,9630.000000,0,0,300.000000
321,0,9630.000000,9660.000000,0,0,300.000000
322,0,9660.000000,9690.000000,0,0,300.000000
323,0,9690.000000,9720.000000,0,0,300.000000
324,0,9720.000000,9750.000000,0,0,300.000000
325,0,9750.000000,9780.000000,0,0,300.000000
326,0,9780.000000,9810.000000,0,0,300.000000
327,0,9810.000000,9840.000000,0,0,300.000000
328,0,9840.000000,9870.000000,0,0,300.000000
329,0,9870.000000,9900.000000,0,0,300.000000
330,0,9900.000000,9930.000000,0,0,300.000000
331,0,9930.000000,9960.000000,0,0,300.000000
332,0,9960.000000,9990.000000,0,0,300.000000
333,0,9990.000000,10020.000000,0,0,300.000000
334,0,10020.000000,10050.000000,0,0,300.000000
335,0,10050.000000,10080.000000,0,0,300.000000
336,0,10080.000000,10110.000000,0,0,300.000000
337,0,10110.000000,10140.000000,0,0,300.000000
338,0,10140.000000,10170.000000,0,0,300.000000
339,0,10170.000000,10200.000000,0,0,300.000000
340,0,10200.000000,10230.000000,0,0,300.000000
341,0,10230.000000,10260.000000,0,0,300.000000
342,0,10260.000000,10290.000000,0,0,300.000000
343,0,10290.000000,10320.000000,0,0,300.000000
344,0,10320.000000,10350.000000,0,0,300.000000
345,0,10350.000000,10380.000000,0,0,300.000000
346,0,10380.000000,10410.000000,0,0,300.000000
347,0,10410.000000,10440.000000,0,0,300.000000
348,0,10440.000000,10470.000000,0,0,300.000000
349,0,10470.000000,10500.000000,0,0,300.000000
350,0,10500.000000,10530.000000,0,0,300.000000
351,0,10530.000000,10560.000000,0,0,300.000000
352,0,10560.000000,10590.000000,0,0,300.000000
353,0,10590.000000,10620.000000,0,0,300.000000
354,0,10620.000000,10650.000000,0,0,300.000000
355,0,10650.000000,10680.000000,0,0,300.000000
356,0,10680.000000,10710.000000,0,0,300.000000
357,0,10710.000000,10740.000000,0,0,300.000000
358,0,10740.000000,10770.000000,0,0,300.000000
359,0,10770.000000,10800.000000,0,0,300.000000
360,0,10800.000000,10830.000000,0,0,300.000000
361,0,10830.000000,10860.000000,0,0,300.000000
362,0,10860.000000,10890.000000,0,0,300.000000
363,0,10890.000000,10920.000000,0,0,300.000000
364,0,10920.000000,10950.000000,0,0,300.000000
365,0,10950.000000,10980.000000,0,0,300.000000
366,0,10980.000000,11010.000000,0,0,300.000000
367,0,11010.000000,11040.000000,0,0,300.000000
368,0,11040.000000,11070.000000,0,0,300.000000
369,0,11070.000000,11100.000000,0,0,300.000000
370,0,11100.000000,11130.000000,0,0,300.000000
371,0,11130.000000,11160.000000,0,0,300.000000
372,0,11160.000000,11190.000000,0,0,300.000000
373,0,11190.000000,11220.000000,0,0,300.000000
374,0,11220.000000,11250.000000,0,0,300.000000
375,0,11250.000000,11280.000000,0,0,300.000000
376,0,11280.000000,11310.000000,0,0,300.000000
377,0,11310.000000,11340.000000,0,0,300.000000
378,0,11340.000000,11370.000000,0,0,300.000000
379,0,11370.000000,11400.000000,0,0,300.000000
380,0,11400.000000,11430.000000,0,0,300.000000
381,0,11430.000000,11460.000000,0,0,300.000000
382,0,11460.000000,11490.000000,0,0,300.000000
383,0,11490.000000,11520.000000,0,0,300.000000
384,0,11520.000000,11550.000000,0,0,300.000000
385,0,11550.000000,11580.000000,0,0,300.000000
386,0,11580.000000,11610.000000,0,0,300.000000
387,0,11610.000000,11640.000000,0,0,300.000000
388,0,11640.000000,11670.000000,0,0,300.000000
389,0,11670.000000,11700.000000,0,0,300.000000
390,0,11700.000000,11730.000000,0,0,300.000000
391,0,11730.000000,11760.000000,0,0,300.000000
392,0,11760.000000,11790.000000,0,0,300.000000
393,0,11790.000000,11820.000000,0,0,300.000000
394,0,11820.000000,11850.000000,0,0,300.000000
395,0,11850.000000,11880.000000,0,0,300.000000
396,0,11880.000000,11910.000000,0,0,300.000000
397,0,11910.000000,11940.000000,0,0,300.000000
398,0,11940.000000,11970.000000,0,0,300.000000
399,0,11970.000000,12000.000000,0,0,300.000000
400,0,12000.000000,12030.000000,0,0,300.000000
401,0,12030.000000,12060.000000,0,0,300.000000
402,0,12060.000000,12090.000000,0,0,300.000000
403,0,12090.000000,12120.000000,0,0,300.000000
404,0,12120.000000,12150.000000,0,0,300.000000
405,0,12150.000000,12180.000000,0,0,300.000000
406,0,12180.000000,12210.000000,0,0,300.000000
407,0,12210.000000,12240.000000,0,0,300.000000
408,0,12240.000000,12270.000000,0,0,300.000000
409,0,12270.000000,12300.000000,0,0,300.000000
410,0,12300.000000,12330.000000,0,0,300.000000
411,0,12330.000000,12360.000000,0,0,300.000000
412,0,12360.000000,12390.000000,0,0,300.000000
413,0,12390.000000,12420.000000,0,0,300.000000
414,0,12420.000000,12450.000000,0,0,300.000000
415,0,12450.000000,12480.000000,0,0,300.000000
416,0,12480.000000,12510.000000,0,0,300.000000
417,0,12510.000000,12540.000000,0,0,300.000000
418,0,12540.000000,12570.000000,0,0,300.000000
419,0,12570.000000,12600.000000,0,0,300.000000
420,0,12600.000000,12630.000000,0,0,300.000000
421,0,12630.000000,12660.000000,0,0,300.000000
422,0,12660.000000,12690.000000,0,0,300.000000
423,0,12690.000000,12720.000000,0,0,300.000000
424,0,12720.000000,12750.000000,0,0,300.000000
425,0,12750.000000,12780.000000,0,0,300.000000
426,0,12780.000000,12810.000000,0,0,300.000000
427,0,12810.000000,12840.000000,0,0,300.000000
428,0,12840.000000,12870.000000,0,0,300.000000
429,0,12870.000000,12900.000000,0,0,300.000000
430,0,12900.000000,12930.000000,0,0,300.000000
431,0,12930.000000,12960.000000,0,0,300.000000
432,0,12960.000000,12990.000000,0,0,300.000000
433,0,12990.000000,13020.000000,0,0,300.000000
434,0,13020.000000,13050.000000,0,0,300.000000
435,0,13050.000000,13080.000000,0,0,300.000000
436,0,13080.000000,13110.000000,0,0,300.000000
437,0,13110.000000,13140.000000,0,0,300.000000
438,0,13140.000000,13170.000000,0,0,300.000000
439,0,13170.000000,13200.000000,0,0,300.000000
440,0,13200.000000,13230.000000,0,0,300.000000
441,0,13230.000000,13260.000000,0,0,300.000000
442,0,13260.000000,13290.000000,0,0,300.000000
443,0,13290.000000,13320.000000,0,0,300.000000
444,0,13320.000000,13350.000000,0,0,300.000000
445,0,13350.000000,13380.000000,0,0,300.000000
446,0,13380.000000,13410.000000,0,0,300.000000
447,0,13410.000000,13440.000000,0,0,300.000000
448,0,13440.000000,13470.000000,0,0,300.000000
449,0,13470.000000,13500.000000,0,0,300.000000
450,0,13500.000000,13530.000000,0,0,300.000000
451,0,13530.000000,13560.000000,0,0,300.000000
452,0,13560.000000,13590.000000,0,0,300.000000
453,0,13590.000000,13620.000000,0,0,300.000000
454,0,13620.000000,13650.000000,0,0,300.000000
455,0,13650.000000,13680.000000,0,0,300.000000
456,0,13680.000000,13710.000000,0,0,300.000000
457,0,13710.000000,13740.000000,0,0,300.000000
458,0,13740.000000,13770.000000,0,0,300.000000
459,0,13770.000000,13800.000000,0,0,300.000000
460,0,13800.000000,13830.000000,0,0,300.000000
461,0,13830.000000,13860.000000,0,0,300.000000
462,0,13860.000000,13890.000000,0,0,300.000000
463,0,13890.000000,13920.000000,0,0,300.000000
464,0,13920.000000,13950.000000,0,0,300.000000
465,0,13950.000000,13980.000000,0,0,300.000000
466,0,13980.000000,14010.000000,0,0,300.000000
467,0,14010.000000,14040.000000,0,0,300.000000
468,0,14040.000000,14070.000000,0,0,300.000000
469,0,14070.000000,14100.000000,0,0,300.000000
470,0,14100.000000,14130.000000,0,0,300.000000
471,0,14130.000000,14160.000000,0,0,300.000000
472,0,14160.000000,14190.000000,0,0,300.000000
473,0,14190.000000,14220.000000,0,0,300.000000
474,0,14220.000000,14250.000000,0,0,300.000000
475,0,14250.000000,14280.000000,0,0,300.000000
476,0,14280.000000,14310.000000,0,0,300.000000
477,0,14310.000000,14340.000000,0,0,300.000000
478,0,14340.000000,14370.000000,0,0,300.000000
479,0,14370.000000,14400.000000,0,0,300.000000
480,0,14400.000000,14430.000000,0,0,300.000000
481,0,14430.000000,14460.000000,0,0,300.000000
482,0,14460.000000,14490.000000,0,0,300.000000
483,0,14490.000000,14520.000000,0,0,300.000000
484,0,14520.000000,14550.000000,0,0,300.000000
485,0,14550.000000,14580.000000,0,0,300.000000
486,0,14580.000000,14610.000000,0,0,300.000000
487,0,14610.000000,14640.000000,0,0,300.000000
488,0,14640.000000,14670.000000,0,0,300.000000
489,0,14670.000000,14700.000000,0,0,300.000000
490,0,14700.000000,14730.000000,0,0,300.000000
491,0,14730.000000,14760.000000,0,0,300.000000
492,0,14760.000000,14790.000000,0,0,300.000000
493,0,14790.000000,14820.000000,0,0,300.000000
494,0,14820.000000,14850.000000,0,0,300.000000
495,0,14850.000000,14880.000000,0,0,300.000000
496,0,14880.000000,14910.000000,0,0,300.000000
497,0,14910.000000,14940.000000,0,0,300.000000
498,0,14940.000000,14970.000000,0,0,300.000000
499,0,14970.000000,15000.000000,0,0,300.000000
500,0,15000.000000,15030.000000,0,0,300.000000
501,0,15030.000000,15060.000000,0,0,300.000000
502,0,15060.000000,15090.000000,0,0,300.000000
503,0,15090.000000,15120.000000,0,0,300.000000
504,0,15120.000000,15150.000000,0,0,300.000000
505,0,15150.000000,15180.000000,0,0,300.000000
506,0,15180.000000,15210.000000,0,0,300.000000
507,0,15210.000000,15240.000000,0,0,300.000000
508,0,15240.000000,15270.000000,0,0,300.000000
509,0,15270.000000,15300.000000,0,0,300.000000
510,0,15300.000000,15330.000000,0,0,300.000000
511,0,15330.000000,15360.000000,0,0,300.000000
512,0,15360.000000,15390.000000,0,0,300.000000
513,0,15390.000000,15420.000000,0,0,300.000000
514,0,15420.000000,15450.000000,0,0,300.000000
515,0,15450.000000,15480.000000,0,0,300.000000
516,0,15480.000000,15510.000000,0,0,300.000000
517,0,15510.000000,15540.000000,0,0,300.000000
518,0,15540.000000,15570.000000,0,0,300.000000
519,0,15570.000000,15600.000000,0,0,300.000000
520,0,15600.000000,15630.000000,0,0,300.000000
521,0,15630.000000,15660.000000,0,0,300.000000
522,0,15660.000000,15690.000000,0,0,300.000000
523,0,15690.000000,15720.000000,0,0,300.000000
524,0,15720.000000,15750.000000,0,0,300.000000
525,0,15750.000000,15780.000000,0,0,300.000000
526,0,15780.000000,15810.000000,0,0,300.000000
527,0,15810.000000,15840.000000,0,0,300.000000
528,0,15840.000000,15870.000000,0,0,300.000000
529,0,15870.000000,15900.000000,0,0,300.000000
530,0,15900.000000,15930.000000,0,0,300.000000
531,0,15930.000000,15960.000000,0,0,300.000000
532,0,15960.000000,15990.000000,0,0,300.000000
533,0,15990.000000,16020.000000,0,0,300.000000
534,0,16020.000000,16050.000000,0,0,300.000000
535,0,16050.000000,16080.000000,0,0,300.000000
536,0,16080.000000,16110.000000,0,0,300.000000
537,0,16110.000000,16140.000000,0,0,300.000000
538,0,16140.000000,16170.000000,0,0,300.000000
539,0,16170.000000,16200.000000,0,0,300.000000
540,0,16200.000000,16230.000000,0,0,300.000000
541,0,16230.000000,16260.000000,0,0,300.000000
542,0,16260.000000,16290.000000,0,0,300.000000
543,0,16290.000000,16320.000000,0,0,300.000000
544,0,16320.000000,16350.000000,0,0,300.000000
545,0,16350.000000,16380.000000,0,0,300.000000
546,0,16380.000000,16410.000000,0,0,300.000000
547,0,16410.000000,16440.000000,0,0,300.000000
548,0,16440.000000,16470.000000,0,0,300.000000
549,0,16470.000000,16500.000000,0,0,300.000000
550,0,16500.000000,16530.000000,0,0,300.000000
551,0,16530.000000,16560.000000,0,0,300.000000
552,0,16560.000000,16590.000000,0,0,300.000000
553,0,16590.000000,16620.000000,0,0,300.000000
554,0,16620.000000,16650.000000,0,0,300.000000
555,0,16650.000000,16680.000000,0,0,300.000000
556,0,16680.000000,16710.000000,0,0,300.000000
557,0,16710.000000,16740.000000,0,0,300.000000
